,Unnamed: 0,path,choice_Petr,choice_Eugene,origin,output_classes,organoid/background_ratio,image_is_empty,new_filename,usage
289,653,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/G06_1.png,retina,satisfactory,may_25,,0.08583727054552467,False,unclassified_289.png,not_used
290,659,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/G12_1.png,retina,satisfactory,may_25,,0.0905111837842018,False,unclassified_290.png,not_used
291,662,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H03_1.png,satisfactory,satisfactory,may_25,,0.2021921946296172,False,unclassified_291.png,not_used
292,663,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H04_1.png,satisfactory,satisfactory,may_25,,0.15923800736640845,False,unclassified_292.png,not_used
293,664,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H05_1.png,satisfactory,satisfactory,may_25,,0.1034213189503887,False,unclassified_293.png,not_used
294,665,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H06_1.png,satisfactory,satisfactory,may_25,,0.08366468306420721,False,unclassified_294.png,not_used
295,666,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H07_1.png,satisfactory,satisfactory,may_25,,0.09490855441841058,False,unclassified_295.png,not_used
296,667,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H08_1.png,satisfactory,satisfactory,may_25,,0.1359623477916606,False,unclassified_296.png,not_used
297,668,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H09_1.png,retina,satisfactory,may_25,,0.12004351890279615,False,unclassified_297.png,not_used
298,669,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H10_1.png,satisfactory,satisfactory,may_25,,0.1054481579034862,False,unclassified_298.png,not_used
299,670,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H11_1.png,satisfactory,satisfactory,may_25,,0.11909589030576002,False,unclassified_299.png,not_used
300,671,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/H12_1.png,satisfactory,satisfactory,may_25,,0.1651248691797829,False,unclassified_300.png,not_used
301,685,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/B02_1.png,retina,non-retina,may_25,,0.07981933937822695,False,unclassified_301.png,not_used
302,687,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/B04_1.png,retina,satisfactory,may_25,,0.07012431334501315,False,unclassified_302.png,not_used
303,688,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/B05_1.png,retina,satisfactory,may_25,,0.06514601438489265,False,unclassified_303.png,not_used
304,693,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/B10_1.png,retina,satisfactory,may_25,,0.07736036848886564,False,unclassified_304.png,not_used
305,694,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/B11_1.png,retina,satisfactory,may_25,,0.08991312192765606,False,unclassified_305.png,not_used
306,695,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/B12_1.png,retina,satisfactory,may_25,,0.08060645013602867,False,unclassified_306.png,not_used
307,696,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/C01_1.png,satisfactory,satisfactory,may_25,,0.06588342660442617,False,unclassified_307.png,not_used
308,697,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/C02_1.png,satisfactory,retina,may_25,,0.08391633065849956,False,unclassified_308.png,not_used
309,698,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/C03_1.png,satisfactory,retina,may_25,,0.09412285364969712,False,unclassified_309.png,not_used
310,700,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/C05_1.png,retina,satisfactory,may_25,,0.0839469951448089,False,unclassified_310.png,not_used
311,702,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/C07_1.png,retina,satisfactory,may_25,,0.07953974395468075,False,unclassified_311.png,not_used
312,705,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/C10_1.png,satisfactory,satisfactory,may_25,,0.08891511962901226,False,unclassified_312.png,not_used
313,706,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/C11_1.png,satisfactory,satisfactory,may_25,,0.08261558444762858,False,unclassified_313.png,not_used
314,713,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/D06_1.png,retina,satisfactory,may_25,,0.082821339819172,False,unclassified_314.png,not_used
315,717,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/D10_1.png,retina,satisfactory,may_25,,0.07832179614990382,False,unclassified_315.png,not_used
316,718,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/D11_1.png,retina,satisfactory,may_25,,0.07801002148714939,False,unclassified_316.png,not_used
317,719,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/D12_1.png,retina,satisfactory,may_25,,0.08073767643884465,False,unclassified_317.png,not_used
318,720,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/E01_1.png,retina,satisfactory,may_25,,0.07615314885287253,False,unclassified_318.png,not_used
319,725,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/E06_1.png,retina,satisfactory,may_25,,0.07799540646148394,False,unclassified_319.png,not_used
320,731,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/E12_1.png,retina,satisfactory,may_25,,0.09335448810755832,False,unclassified_320.png,not_used
321,732,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/F01_1.png,retina,non-retina,may_25,,0.08121255212673563,False,unclassified_321.png,not_used
322,734,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/F03_1.png,retina,satisfactory,may_25,,0.08353755918434297,False,unclassified_322.png,not_used
323,738,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/F07_1.png,satisfactory,satisfactory,may_25,,0.0814115178675153,False,unclassified_323.png,not_used
324,739,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/F08_1.png,retina,satisfactory,may_25,,0.08215796306562538,False,unclassified_324.png,not_used
325,742,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/F11_1.png,retina,satisfactory,may_25,,0.11339377618626499,False,unclassified_325.png,not_used
326,744,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/G01_1.png,retina,satisfactory,may_25,,0.09072250355780624,False,unclassified_326.png,not_used
327,755,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/G12_1.png,satisfactory,satisfactory,may_25,,0.09102007837721438,False,unclassified_327.png,not_used
328,757,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H02_1.png,satisfactory,satisfactory,may_25,,0.07151681417475557,False,unclassified_328.png,not_used
329,759,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H04_1.png,satisfactory,satisfactory,may_25,,0.07999806280901499,False,unclassified_329.png,not_used
330,760,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H05_1.png,satisfactory,retina,may_25,,0.08641890079895066,False,unclassified_330.png,not_used
331,761,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H06_1.png,satisfactory,satisfactory,may_25,,0.07381747412630679,False,unclassified_331.png,not_used
332,762,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H07_1.png,satisfactory,satisfactory,may_25,,0.07650326914928428,False,unclassified_332.png,not_used
333,764,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H09_1.png,satisfactory,retina,may_25,,0.0911149957521006,False,unclassified_333.png,not_used
334,765,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H10_1.png,satisfactory,satisfactory,may_25,,0.09518787103290922,False,unclassified_334.png,not_used
335,766,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H11_1.png,retina,satisfactory,may_25,,0.07725880101066925,False,unclassified_335.png,not_used
336,768,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A01_1.png,satisfactory,,may_25,,0.06231271290731835,False,unclassified_336.png,not_used
337,769,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A02_1.png,satisfactory,satisfactory,may_25,,0.08003906102362032,False,unclassified_337.png,not_used
338,770,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A03_1.png,retina,,may_25,,0.08065778618958581,False,unclassified_338.png,not_used
339,771,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A04_1.png,retina,satisfactory,may_25,,0.09112469376797837,False,unclassified_339.png,not_used
340,772,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A05_1.png,retina,,may_25,,0.08498860478607814,False,unclassified_340.png,not_used
341,774,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A07_1.png,retina,satisfactory,may_25,,0.08621796856341715,False,unclassified_341.png,not_used
342,776,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A09_1.png,retina,,may_25,,0.0906734207654744,False,unclassified_342.png,not_used
343,777,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A10_1.png,retina,,may_25,,0.08649385167808912,False,unclassified_343.png,not_used
344,778,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A11_1.png,retina,satisfactory,may_25,,0.08549908333885539,False,unclassified_344.png,not_used
345,779,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/A12_1.png,retina,satisfactory,may_25,,0.1000764550634022,False,unclassified_345.png,not_used
346,780,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/B01_1.png,satisfactory,,may_25,,0.06743962529192525,False,unclassified_346.png,not_used
347,781,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/B02_1.png,retina,satisfactory,may_25,,0.08251037552980021,False,unclassified_347.png,not_used
348,782,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/B03_1.png,retina,satisfactory,may_25,,0.08534908622444333,False,unclassified_348.png,not_used
349,786,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/B07_1.png,retina,,may_25,,0.08688460428189149,False,unclassified_349.png,not_used
350,787,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/B08_1.png,retina,,may_25,,0.08948481080120803,False,unclassified_350.png,not_used
351,788,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/B09_1.png,retina,,may_25,,0.08401357538048186,False,unclassified_351.png,not_used
352,792,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C01_1.png,satisfactory,,may_25,,0.06640579234716593,False,unclassified_352.png,not_used
353,793,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C02_1.png,satisfactory,satisfactory,may_25,,0.08842422653382276,False,unclassified_353.png,not_used
354,794,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C03_1.png,retina,satisfactory,may_25,,0.08476903043545432,False,unclassified_354.png,not_used
355,795,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C04_1.png,retina,,may_25,,0.08632947120212704,False,unclassified_355.png,not_used
356,796,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C05_1.png,retina,,may_25,,0.07753736114265769,False,unclassified_356.png,not_used
357,797,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C06_1.png,retina,,may_25,,0.08230874768361253,False,unclassified_357.png,not_used
358,798,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C07_1.png,retina,,may_25,,0.091035902207905,False,unclassified_358.png,not_used
359,799,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C08_1.png,retina,,may_25,,0.08542128946135417,False,unclassified_359.png,not_used
360,800,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C09_1.png,retina,,may_25,,0.08861688780915987,False,unclassified_360.png,not_used
361,802,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C11_1.png,retina,,may_25,,0.08754712973288728,False,unclassified_361.png,not_used
362,803,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/C12_1.png,retina,,may_25,,0.09414644963695287,False,unclassified_362.png,not_used
363,804,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D01_1.png,retina,satisfactory,may_25,,0.06830340216979196,False,unclassified_363.png,not_used
364,805,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D02_1.png,retina,,may_25,,0.08803111649285733,False,unclassified_364.png,not_used
365,806,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D03_1.png,retina,,may_25,,0.09090957567828906,False,unclassified_365.png,not_used
366,807,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D04_1.png,retina,,may_25,,0.09155117507872404,False,unclassified_366.png,not_used
367,808,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D05_1.png,retina,,may_25,,0.09798111224701347,False,unclassified_367.png,not_used
368,809,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D06_1.png,retina,,may_25,,0.08071246048321247,False,unclassified_368.png,not_used
369,810,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D07_1.png,retina,non-retina,may_25,,0.09185397127230883,False,unclassified_369.png,not_used
370,811,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D08_1.png,retina,,may_25,,0.0791047279644294,False,unclassified_370.png,not_used
371,812,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D09_1.png,retina,,may_25,,0.08505634155115374,False,unclassified_371.png,not_used
372,813,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D10_1.png,retina,,may_25,,0.0956473278971373,False,unclassified_372.png,not_used
373,814,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D11_1.png,satisfactory,,may_25,,0.08926139748645352,False,unclassified_373.png,not_used
374,815,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/D12_1.png,retina,,may_25,,0.08872676236542086,False,unclassified_374.png,not_used
375,816,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E01_1.png,satisfactory,,may_25,,0.06634395762317673,False,unclassified_375.png,not_used
376,817,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E02_1.png,retina,,may_25,,0.09235416125600804,False,unclassified_376.png,not_used
377,818,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E03_1.png,retina,,may_25,,0.08845712259237094,False,unclassified_377.png,not_used
378,819,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E04_1.png,retina,,may_25,,0.0836746439189046,False,unclassified_378.png,not_used
379,821,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E06_1.png,retina,,may_25,,0.08556283433680388,False,unclassified_379.png,not_used
380,822,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E07_1.png,retina,,may_25,,0.0802285008980212,False,unclassified_380.png,not_used
381,823,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E08_1.png,retina,,may_25,,0.07878638879986652,False,unclassified_381.png,not_used
382,824,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E09_1.png,retina,,may_25,,0.07505330303706914,False,unclassified_382.png,not_used
383,825,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E10_1.png,retina,,may_25,,0.08433116072177188,False,unclassified_383.png,not_used
384,826,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/E11_1.png,retina,,may_25,,0.09072494025998004,False,unclassified_384.png,not_used
385,828,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F01_1.png,retina,,may_25,,0.06999438971610569,False,unclassified_385.png,not_used
386,829,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F02_1.png,retina,,may_25,,0.0789583673584074,False,unclassified_386.png,not_used
387,831,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F04_1.png,retina,,may_25,,0.08582529458223406,False,unclassified_387.png,not_used
388,832,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F05_1.png,retina,satisfactory,may_25,,0.08694175251120144,False,unclassified_388.png,not_used
389,833,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F06_1.png,retina,satisfactory,may_25,,0.09834024302818048,False,unclassified_389.png,not_used
390,834,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F07_1.png,retina,,may_25,,0.09444321231441227,False,unclassified_390.png,not_used
391,835,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F08_1.png,retina,satisfactory,may_25,,0.09355996939469004,False,unclassified_391.png,not_used
392,836,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F09_1.png,satisfactory,satisfactory,may_25,,0.09429629913765188,False,unclassified_392.png,not_used
393,837,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F10_1.png,retina,,may_25,,0.09011497149001596,False,unclassified_393.png,not_used
394,838,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/F11_1.png,retina,satisfactory,may_25,,0.09044198233135584,False,unclassified_394.png,not_used
395,840,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G01_1.png,satisfactory,,may_25,,0.06141676041808086,False,unclassified_395.png,not_used
396,842,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G03_1.png,retina,satisfactory,may_25,,0.0979742693657326,False,unclassified_396.png,not_used
397,843,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G04_1.png,retina,,may_25,,0.09555110728810214,False,unclassified_397.png,not_used
398,844,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G05_1.png,retina,satisfactory,may_25,,0.10665333541296083,False,unclassified_398.png,not_used
399,845,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G06_1.png,retina,,may_25,,0.09827041633485742,False,unclassified_399.png,not_used
400,846,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G07_1.png,retina,,may_25,,0.08403321269797534,False,unclassified_400.png,not_used
401,847,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G08_1.png,retina,satisfactory,may_25,,0.08864441229463818,False,unclassified_401.png,not_used
402,848,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G09_1.png,retina,,may_25,,0.08528723142565395,False,unclassified_402.png,not_used
403,850,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G11_1.png,retina,,may_25,,0.08615941208122115,False,unclassified_403.png,not_used
404,851,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/G12_1.png,retina,satisfactory,may_25,,0.08377328568691286,False,unclassified_404.png,not_used
405,852,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H01_1.png,satisfactory,,may_25,,0.0600595543442027,False,unclassified_405.png,not_used
406,853,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H02_1.png,non-retina,,may_25,,0.0558454431056179,False,unclassified_406.png,not_used
407,854,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H03_1.png,retina,,may_25,,0.07247692474373447,False,unclassified_407.png,not_used
408,856,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H05_1.png,retina,,may_25,,0.08941846842049206,False,unclassified_408.png,not_used
409,857,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H06_1.png,retina,,may_25,,0.07640402391080403,False,unclassified_409.png,not_used
410,858,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H07_1.png,retina,satisfactory,may_25,,0.08198419745335815,False,unclassified_410.png,not_used
411,859,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H08_1.png,satisfactory,retina,may_25,,0.08627303024586556,False,unclassified_411.png,not_used
412,860,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H09_1.png,retina,,may_25,,0.0880248110649117,False,unclassified_412.png,not_used
413,861,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H10_1.png,satisfactory,satisfactory,may_25,,0.07440359488565547,False,unclassified_413.png,not_used
414,862,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H11_1.png,satisfactory,satisfactory,may_25,,0.07881902421489034,False,unclassified_414.png,not_used
415,863,rxGFP_may25/Eugene/bf_d6/pl9/Scan _MyScan_ 2019-05-31 21.09.46/H12_1.png,satisfactory,,may_25,,0.07012516466166659,False,unclassified_415.png,not_used
416,865,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A02_1.png,retina,non-retina,june_19,,0.06585683628345451,False,unclassified_416.png,not_used
417,866,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A03_1.png,retina,satisfactory,june_19,,0.07604552082284273,False,unclassified_417.png,not_used
418,867,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A04_1.png,retina,satisfactory,june_19,,0.07347941659962925,False,unclassified_418.png,not_used
419,868,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A05_1.png,retina,satisfactory,june_19,,0.07304792276440522,False,unclassified_419.png,not_used
420,869,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A06_1.png,retina,satisfactory,june_19,,0.07601527977006782,False,unclassified_420.png,not_used
421,870,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A07_1.png,retina,satisfactory,june_19,,0.07262196771969029,False,unclassified_421.png,not_used
422,871,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A08_1.png,retina,satisfactory,june_19,,0.07839246040844725,False,unclassified_422.png,not_used
423,872,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A09_1.png,retina,satisfactory,june_19,,0.07048056356548117,False,unclassified_423.png,not_used
424,873,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A10_1.png,satisfactory,satisfactory,june_19,,0.07256313813532025,False,unclassified_424.png,not_used
425,874,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A11_1.png,retina,satisfactory,june_19,,0.07721312467069533,False,unclassified_425.png,not_used
426,876,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B01_1.png,retina,satisfactory,june_19,,0.07594896745745827,False,unclassified_426.png,not_used
427,877,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B02_1.png,retina,satisfactory,june_19,,0.07351336034088285,False,unclassified_427.png,not_used
428,879,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B04_1.png,retina,satisfactory,june_19,,0.07651296007725568,False,unclassified_428.png,not_used
429,880,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B05_1.png,retina,satisfactory,june_19,,0.07859726645715129,False,unclassified_429.png,not_used
430,881,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B06_1.png,retina,satisfactory,june_19,,0.07474226352777179,False,unclassified_430.png,not_used
431,883,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B08_1.png,satisfactory,satisfactory,june_19,,0.07215356628660892,False,unclassified_431.png,not_used
432,885,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B10_1.png,satisfactory,satisfactory,june_19,,0.07664453514596015,False,unclassified_432.png,not_used
433,886,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B11_1.png,satisfactory,satisfactory,june_19,,0.06491451466882626,False,unclassified_433.png,not_used
